metacyc	kegg
RXN-11404	R04884
RXN-10916	R04887
RXN-10917	R04891
RXN-10910	R04893
RXN-10913	R04894
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	R04895
RXN-8449	R04900
RXN-14422	R04901
RXN-7921	R04902
RXN-10780	R04903
RXN-12720	R04929
RXN-11061	R04931
2.3.1.80-RXN	R04950
RXN-10642	R04972
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	R04986
2-OCTAPRENYLPHENOL-HYDROX-RXN	R04987
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	R04988
RXN3O-54	R04990
RXN-11046	R04993
RXN-8036	R04998
RXN-8037	R04999
RXN-11368	R05000
RXN-5462	R05002
NACGLCTRANS-RXN	R05032
RXN-602	R05036
RXN-7785	R05037
RXN-7784	R05038
RXN-7922	R05039
SUCCGLUALDDEHYD-RXN	R05049
RXN-37	R05050
RXN-14472	R05051
RXN66-337	R05055
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	R05064
RXN-13721	R05064
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	R05066
RXN-14106	R05069
DIHYDROXYMETVALDEHYDRAT-RXN	R05070
2-ACETOLACTATE-MUTASE-RXN	R05071
2.8.1.5-RXN	R05072
KDOTRANS2-RXN	R05074
MYRISTOYLACYLTRAN-RXN	R05075
RXN-8960	R05076
R108-RXN	R05078
RXN-12370	R05083
PSERTRANSAMPYR-RXN	R05085
RXN-14125	R05086
4.2.3.19-RXN	R05092
RXN1F-167	R05097
RXN-14101	R05098
6-OXOHEXANOATE-OXIDATION-RXN	R05099
RXN-11050	R05100
2.1.1.128-RXN	R05123
1.1.1.247-RXN	R05124
RXN-8150	R05125
RXN-8147	R05126
RXN-8149	R05127
RXN0-5295	R05133
RXN0-5297	R05134
RXN-14064	R05135
RXN-8615	R05136
RXNN-386	R05137
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	R05138
LEVANSUCRASE-RXN	R05140
RXN-10683	R05144
LAUROYLACYLTRAN-RXN	R05146
1.1.1.251-RXN	R05147
1.14.12.15-RXN	R05148
2.1.1.132-RXN	R05149
1.3.1.54-RXN	R05150
1.3.99.16-RXN	R05151
1.3.99.17-RXN	R05152
RXN-10075	R05153
1.14.13.62-RXN	R05154
2ASDOSALCAL-RXN	R05156
1.14.12.16-RXN	R05157
1.14.13.61-RXN	R05158
2.1.1.128-RXN	R05162
RXN-7945	R05163
2.4.1.208-RXN	R05164
2.7.8.23-RXN	R05165
RXN-8731	R05166
3.5.1.79-RXN	R05167
3.5.1.80-RXN	R05168
3.5.3.21-RXN	R05169
RXN-13199	R05170
4.1.1.76-RXN	R05173
5.1.1.16-RXN	R05175
5.1.3.20-RXN	R05176
5.4.1.2-RXN	R05177
2.1.1.131-RXN	R05180
2.1.1.133-RXN	R05181
1.3.99.19-RXN	R05183
NITROGENASE-RXN	R05185
NITROGENASE-FLAVODOXIN-RXN	R05186
FATTY-ACID-SYNTHASE-RXN	R05188
MYCOCEROSATE-SYNTHASE-RXN	R05189
FATTY-ACYL-COA-SYNTHASE-RXN	R05190
RXN0-5183	R05196
RXN-12491	R05198
RXN-7163	R05202
RXN-1602	R05209
RXN-8702	R05215
R321-RXN	R05217
R343-RXN	R05218
R322-RXN	R05219
R344-RXN	R05220
COBINAMIDEKIN-RXN	R05221
COBINPGUANYLYLTRANS-RXN	R05222
COBALAMINSYN-RXN	R05223
R341-RXN	R05224
R345-RXN	R05225
R346-RXN	R05226
R342-RXN	R05227
1.14.11.26-RXN	R05229
RXN-8810	R05230
RXN-662	R05232
RXN-663	R05235
1.2.1.61-RXN	R05236
1.3.1.56-RXN	R05239
RXN-665	R05240
LINC-RXN	R05243
1.6.5.6-RXN	R05244
RXN-8740	R05246
RXN-664	R05247
RXN-666	R05248
RXN-17557	R05249
RXN-8739	R05258
1.14.12.18-RXN	R05263
RXN-661	R05266
RXN-12506	R05267
SOLDEHYD-RXN	R05271
SYDDEHYD-RXN	R05272
RXN-10891	R05274
RXN-2	R05274
1.3.1.64-RXN	R05275
1.3.1.63-RXN	R05276
RXN-9731	R05278
TSMOS-RXN	R05281
RXN-8581	R05282
6-HYDROXYHEXANOATE-OXIDATION-RXN	R05283
DHLAXANAU-RXN	R05284
ALDXANAU-RXN	R05286
DHLBXANAU-RXN	R05287
RXN-8579	R05288
1.3.1.67-RXN	R05293
TSDOSALCAL-RXN	R05294
RXN-11219	R05295
RXN-12735	R05298
RXN-10080	R05299
RXN-10081	R05300
1.14.20.1-RXN	R05301
RXN-8812	R05303
1.1.1.259-RXN	R05305
R5-RXN	R05308
1.3.1.60-RXN	R05310
1.3.1.62-RXN	R05311
RXN-643	R05312
1.3.1.66-RXN	R05313
1.3.1.68-RXN	R05314
1.1.1.166-RXN	R05315
OHBENZCOARED-RXN	R05316
1.4.3.17-RXN	R05317
IRON--CYTOCHROME-C-REDUCTASE-RXN	R05318
1.13.12.12-RXN	R05319
RXN0-299	R05320
2.1.1.82-RXN	R05323
2.4.1.209-RXN	R05324
2.4.1.210-RXN	R05325
2.4.1.211-RXN	R05326
2.4.1.212-RXN	R05327
2.4.1.213-RXN	R05328
2.5.1.46-RXN	R05329
2.3.1.154-RXN	R05330
2.3.1.156-RXN	R05331
2.3.1.157-RXN	R05332
2.3.1.158-RXN	R05333
RXN-8244	R05334
RXN-8246	R05335
RXN-8889	R05336
RXN-8890	R05337
R10-RXN	R05338
R12-RXN	R05339
RXN1F-150	R05341
RXN-8580	R05347
9-FLUORENOL-DEHYDROGENASE-RXN	R05350
RXN-1302	R05352
CHLOROMALERED-RXN	R05355
R561-RXN	R05356
3.5.3.22-RXN	R05357
R309-RXN	R05358
R608-RXN	R05360
R605-RXN	R05361
RXN-668	R05364
RXN-11543	R05365
LINB1-RXN	R05369
LINB2-RXN	R05370
RXN0-310	R05373
RXN-667	R05377
4.1.2.29-RXN	R05378
R310-RXN	R05379
R141-RXN	R05380
5.4.4.1-RXN	R05383
LINA1-RXN	R05386
LINA2-RXN	R05387
RXN-10136	R05388
RXN-9893	R05391
RXN-9856	R05393
CHLOROBENDDH-RXN	R05397
1.6.5.7-RXN	R05399
RXN-18437	R05400
RXN-18436	R05401
RXN-18406	R05402
RXN-18407	R05403
RXN-8818	R05405
RXN-9855	R05407
26DICHDIOX-RXN	R05408
CHLOROCATDIOXY-RXN	R05409
R607-RXN	R05411
R604-RXN	R05413
RXN-11542	R05415
RXN-10133	R05418
RXN-9863	R05419
ARYLDIALKYL-PHOSPHATASE-RXN	R05421
FLUORENE-OXYGENASE-RXN	R05422
RXN-2482	R05423
DIOXYXANFL-RXN	R05429
R606-RXN	R05434
RXN-10125	R05441
RXN-8578	R05443
RXN-17580	R05444
DICHCYCLO-RXN	R05445
RXN-10134	R05447
RXN-1304	R05452
RXN-1303	R05453
RXN-17980	R05462
RXN-17981	R05463
2.5.1.66-RXN	R05465
1.14.11.21-RXN	R05466
6.3.3.4-RXN	R05467
RXN-6266	R05468
RXN-6267	R05469
RXN-8892	R05470
RXN-8893	R05471
LINABSPON-RXN	R05483
LINBBSPON-RXN	R05484
AMINOPARATHION-PHOSPHATASE-RXN	R05485
PHOSPHO-DETHIO-RXN	R05486
RXN-12489	R05487
RXN-12764	R05488
RXN-10752	R05502
DCEREDCHLOR-RXN	R05503
RXN-2006	R05506
R562-RXN	R05507
RXN-9857	R05511
RXN-9471	R05515
RXN-9467	R05516
RXN-12923	R05520
RXN-12933	R05530
RXN-12808	R05531
RXN-12924	R05532
RXN-11099	R05547
RXN-8746	R05548
R311-RXN	R05551
ADCLY-RXN	R05553
URUR-RXN	R05554
RXN0-5180	R05555
3.8.1.8-RXN	R05558
R122-RXN	R05559
R123-RXN	R05560
RXN-8930	R05563
R462-RXN	R05564
R461-RXN	R05565
TEICHOICSYN2-RXN	R05566
1.1.1.251-RXN	R05571
R465-RXN	R05572
R467-RXN	R05573
R464-RXN	R05574
RXN-905	R05575
ASPARTATE--TRNA-LIGASE-RXN	R05577
GLURS-RXN	R05578
HADTHAUERA-RXN	R05581
R267-RXN	R05582
AMBENCOATHAUERA-RXN	R05585
RXN-8032	R05586
RXN-904	R05587
RXN-864	R05588
R268-RXN	R05592
OAHTHAUERA-RXN	R05594
RXN-15013	R05594
4.2.1.100-RXN	R05597
RXN-863	R05598
RXN-902	R05599
R266-RXN	R05600
RXN-8031	R05601
PHENYLPCARB-RXN	R05603
D-ARABINITOL-4-DEHYDROGENASE-RXN	R05604
KDPGALDOL-RXN	R05605
MANNONDEHYDRAT-RXN	R05606
GALACTARDEHYDRA-RXN	R05608
RXN-8992	R05611
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	R05612
TRANS-PENTAPRENYLTRANSFERASE-RXN	R05613
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	R05615
RXN-9003	R05616
DMK-RXN	R05617
RXN-11047	R05617
RXN-7738	R05618
R282-RXN	R05619
BENZOATE-12-DIOXYGENASE-RXN	R05621
RXN-12900	R05623
UNDECAPRENOL-KINASE-RXN	R05626
UNDECAPRENYL-DIPHOSPHATASE-RXN	R05627
RXN-8975	R05629
PHOSNACMURPENTATRANS-RXN	R05630
2.4.1.79-RXN	R05631
2.7.7.60-RXN	R05633
2.7.1.148-RXN	R05634
3.5.1.88-RXN	R05635
DXS-RXN	R05636
RXN0-302	R05637
RXN66-306	R05639
RXN3O-130	R05640
1.3.1.71-RXN	R05641
RXN-11184	R05643
RXN0-4342	R05644
RXN0-4301	R05645
RXN0-4341	R05646
RXN0-4361	R05647
RXN-2364	R05651
TAURINE-AMINOTRANSFERASE-RXN	R05652
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	R05661
RXN-8976	R05662
TOLUENE-4-MONOOXYGENASE-RXN	R05666
RXN-9444	R05668
RXN-9452	R05676
RXN-9453	R05677
1.1.1.260-RXN	R05678
1.1.1.261-RXN	R05679
GLYC3PDEHYDROGBIOSYN-RXN	R05680
1.1.1.263-RXN	R05682
RXN-12107	R05683
L-IDONATE-2-DEHYDROGENASE-RXN	R05684
RXN-7693	R05685
1.1.1.265-RXN	R05686
1.1.1.266-RXN	R05687
DXPREDISOM-RXN	R05688
1.1.1.268-RXN	R05689
1.1.1.269-RXN	R05690
1.1.1.270-RXN	R05691
1.1.1.271-RXN	R05692
RXN-11689	R05693
1.1.3.39-RXN	R05695
RXN-11786	R05696
RXN-11787	R05697
1.1.3.40-RXN	R05698
1.2.1.67-RXN	R05699
RXN-1241	R05701
ZEATIN-REDUCTASE-RXN	R05702
RXN66-321	R05703
1.4.99.5-RXN	R05704
RXN-9510	R05705
FMNREDUCT-RXN	R05706
NADPH-DEHYDROGENASE-FLAVIN-RXN	R05707
1.5.99.12-RXN	R05708
AZOBENZENE-REDUCTASE-RXN	R05711
1.7.2.2-RXN	R05712
1.8.1.5-RXN	R05713
COA-GLUTATHIONE-REDUCTASE-NADPH-RXN	R05714
1.8.1.15-RXN	R05716
1.8.4.9-RXN	R05717
1.13.11.45-RXN	R05718
1.13.11.47-RXN	R05719
1.13.11.48-RXN	R05720
1.13.11.49-RXN	R05721
1.14.11.18-RXN	R05722
R621-RXN	R05724
R621-RXN	R05725
1.14.13.67-RXN	R05727
1.14.13.68-RXN	R05728
1.14.13.69-RXN	R05729
RXN-8806	R05730
1.14.13.70-RXN	R05731
1.14.13.71-RXN	R05732
6.4.1.6-RXN	R05735
1.14.13.72-RXN	R05736
RXN-6271	R05737
RXN-6269	R05738
RXN1F-357	R05739
1.14.99.33-RXN	R05740
1.14.99.34-RXN	R05741
1.14.99.35-RXN	R05742
1.15.1.2-RXN	R05743
RXN-1301	R05745
1.20.1.1-RXN	R05746
RXN-982	R05747
1.20.4.2-RXN	R05748
4.3.3.4-RXN	R05749
4.3.3.3-RXN	R05750
1.20.98.1-RXN	R05751
1.20.99.1-RXN	R05752
1.97.1.8-RXN	R05753
2.1.1.136-RXN	R05754
2.1.1.137-RXN	R05755
2.1.1.138-RXN	R05756
2.1.1.139-RXN	R05757
4.3.1.16-RXN	R05758
RXN-10768	R05759
2.1.1.142-RXN	R05760
4.2.99.19-RXN	R05761
RXN-8805	R05762
RXN0-2441	R05763
2.1.1.145-RXN	R05764
RXN-5106	R05765
RXN-5107	R05766
2.4.1.216-RXN	R05767
2.4.1.217-RXN	R05768
2.4.1.218-RXN	R05769
4.2.1.103-RXN	R05771
4.2.1.101-RXN	R05772
4.1.2.41-RXN	R05773
R231-RXN	R05774
RXN-1223	R05775
2.1.1.143-RXN	R05776
3.6.1.52-RXN	R05777
1.13.11.46-RXN	R05778
RXN-10964	R05779
RXN-1761	R05780
3.5.2.16-RXN	R05781
3.5.1.87-RXN	R05782
3.5.1.86-RXN	R05783
3.3.2.8-RXN	R05784
RXN-9412	R05784
3.2.1.149-RXN	R05788
R229-RXN	R05789
3.1.3.70-RXN	R05790
3.1.3.69-RXN	R05791
3.1.1.77-RXN	R05792
3.1.1.74-RXN	R05793
2.7.8.24-RXN	R05794
2.7.1.154-RXN	R05795
3.1.1.76-RXN	R05796
2.8.2.30-RXN	R05798
RXN-10972	R05799
2.7.1.151-RXN	R05800
RXN-7162	R05801
2.7.1.150-RXN	R05802
2.7.1.149-RXN	R05803
R302-RXN	R05805
2.7.1.145-RXN	R05806
4.99.1.3-RXN	R05807
2.1.1.151-RXN	R05808
RXN-8761	R05809
RXN-8762	R05810
RXN-8765	R05812
RXN-8768	R05814
RXN-8769	R05815
1.3.7.5-RXN	R05817
1.3.7.2-RXN	R05818
1.3.7.3-RXN	R05819
TRANS-RXN-169	R05820
NUCLEOSIDE-OXIDASE-RXN	R05821
RXN-7803	R05822
1.1.1.274-RXN	R05823
3.1.1.78-RXN	R05825
RXN-8225	R05826
1.1.1.273-RXN	R05827
1.14.13.91-RXN	R05828
RXN-8224	R05829
RXN-11825	R05831
RXN-4521	R05832
RXN-4522	R05833
RXN-4523	R05834
CHOLOYLGLYCINE-HYDROLASE-RXN	R05835
RXN-13179	R05837
PDXJ-RXN	R05838
RXN-10821	R05841
RXN-12509	R05843
RIBULPEPIM-RXN	R05850
1.14.13.73-RXN	R05855
1.14.11.20-RXN	R05857
RXN-8201	R05858
RXN-8672	R05861
RXN-8673	R05862
RXN-8674	R05863
RXN-14040	R05875
2.3.1.160-RXN	R05876
1.14.13.75-RXN	R05877
1.5.1.32-RXN	R05878
1.3.1.73-RXN	R05879
RXN-8220	R05880
RXN-8221	R05881
2.4.1.219-RXN	R05882
ISPH2-RXN	R05884
2.1.1.94-RXN	R05885
RXN-5462	R05973
RXN-12229	R05977
2.4.1.68-RXN	R05988
2.4.1.214-RXN	R06015
2.4.2.38-RXN	R06016
2.4.99.10-RXN	R06026
2.4.1.199-RXN	R06046
2.4.1.188-RXN	R06047
2.4.1.220-RXN	R06048
RXN0-5184	R06050
RXN-7668	R06051
RXN-1803	R06079
RXN-9397	R06117
RXN-10746	R06119
4.2.3.20-RXN	R06120
RXN0-2201	R06126
RXN-1781	R06135
RXN-11490	R06139
DIFRUCTOSE-ANHYDRIDE-SYNTHASE-RXN	R06161
1.1.1.277-RXN	R06166
LTAA-RXN	R06171
2.4.1.129-RXN	R06178
TARTRATE-DEHYDROGENASE-RXN	R06180
SUCROSE-PHOSPHATASE-RXN	R06211
ISOMALTULOSE-SYNTHASE-RXN	R06217
RXN-13162	R06223
TREHALOSEPHOSPHA-RXN	R06228
RXN-5463	R06238
RXN-2102	R06250
RXN-5466	R06258
RXN-5467	R06259
RXN-5468	R06260
RXN-5469	R06261
RXN-5470	R06262
RXN-5471	R06263
RXN-5472	R06264
RXN-5282	R06265
RXN-8797	R06265
RXN-5283	R06266
RXN-8798	R06266
RXN-5284	R06267
RXN-5286	R06272
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	R06279
RXN-11902	R06282
RXN1F-66	R06284
RXN-5285	R06286
1.8.1.15-RXN	R06290
1.14.13.78-RXN	R06291
RXN-5242	R06292
RXN-7580	R06293
1.14.13.79-RXN	R06294
RXN1F-160	R06295
RXN1F-161	R06297
RXN-4861	R06298
RXN-15704	R06299
4.2.3.18-RXN	R06301
RXN-8511	R06302
RXN-8512	R06303
RXN-8513	R06304
4.2.3.17-RXN	R06305
1.14.99.37-RXN	R06306
2.3.1.162-RXN	R06307
1.14.13.77-RXN	R06308
1.14.13.76-RXN	R06309
2.3.1.166-RXN	R06310
2.3.1.167-RXN	R06311
RXN-8528	R06312
RXN-10631	R06313
RXN-8870	R06318
RXN-8865	R06319
RXN1F-162	R06322
RXN1F-163	R06323
RXN-6523	R06335
RXN1F-165	R06336
RXN-171	R06337
RXN-6550	R06338
RXN-6545	R06341
RXN-14317	R06346
RXN-14318	R06347
RXN-14327	R06348
RXN-8507	R06351
RXN-8515	R06352
RXN-8519	R06353
RXN-10624	R06357
RXN-8518	R06358
RXN-8522	R06359
RXN-14280	R06366
RXN-9419	R06372
RXN-9403	R06373
RXN-9389	R06376
RXN-9424	R06376
RXN-9426	R06377
RXN-9392	R06378
RXN-9425	R06379
RXN-9427	R06380
RXN-9428	R06381
RXN-9433	R06382
RXN-9429	R06383
RXN-9434	R06384
RXN-9430	R06385
RXN-9391	R06386
RXN-9420	R06387
RXN-9435	R06388
RXN-9431	R06389
RXN-9394	R06390
RXN-9421	R06392
RXN-9405	R06394
RXN-9422	R06395
RXN-9406	R06396
RXN-9423	R06397
RXN-9407	R06398
RXN-9949	R06399
RXN-9415	R06400
RXN-5161	R06417
RXN-5162	R06418
RXN-5163	R06419
RXN-5164	R06420
RXN-5101	R06421
RXN-12768	R06426
RXN-12767	R06427
RXN-12404	R06428
RXN-12772	R06439
RXN-8999	R06447
RXN-15063	R06450
RXN-15058	R06452
RXN-12804	R06455
RXN-12802	R06456
RXN-15103	R06458
RXN-15105	R06459
RXN-12807	R06460
RXN-15100	R06463
RXN-15099	R06464
RXN-111	R06466
RXN-7570	R06469
RXN-8434	R06471
5.3.3.13-RXN	R06502
RXN-7404	R06510
DTDPGLUCDEHYDRAT-RXN	R06513
DTDPDEHYDRHAMEPIM-RXN	R06514
RXN-9406	R06515
RXN3DJ-11230	R06516
DHS-PHOSPHATASE-RXN	R06520
RXN3DJ-25	R06521
RXN-4823	R06523
RXN3O-1380	R06525
RXN-6261	R06529
4.1.1.81-RXN	R06530
RXN-8626	R06531
RXN-1484	R06532
RXN-9720	R06533
PELUDP-RXN	R06534
RXN1F-775	R06535
RXN-7815	R06536
RXN66-587	R06537
RXN-12510	R06538
RXN-8450	R06539
RXN-9724	R06541
RXN-9725	R06542
RXN-9723	R06543
RXN-8204	R06544
RXN-8170	R06545
RXN-3221	R06556
RXN-14063	R06558
ISOFLAVONE-2-HYDROXYLASE-RXN	R06560
RXN-3562	R06562
RXN-3542	R06564
RXN-3142	R06568
RXN-1142	R06572
RXN-1144	R06573
RXN-1143	R06576
RXN-1123	R06578
RXN-2581	R06582
RXN-1122	R06583
RXN-9579	R06586
RXN-9580	R06587
RXN-9581	R06588
RXN-9582	R06589
RXN-9584	R06591
RXN-9585	R06592
RXN-9586	R06593
RXN-9578	R06594
RXN-9587	R06595
RXN-9605	R06599
RXN-9612	R06600
3.5.2.17-RXN	R06601
RXN-1981	R06602
RXN-6201	R06604
RXN-4501	R06606
RXN-7141	R06607
RXN-14425	R06610
RXN1F-461	R06611
RXN-8850	R06613
RXN-1481	R06615
RXN0-6373	R06620
RXN-15300	R06633
RXN-14845	R06634
RXN-14831	R06680
RXN-14844	R06681
RXN-14818	R06682
RXN-14824	R06683
RXN-14856	R06685
RXN-14829	R06688
RXN-14830	R06689
RXN-14828	R06693
RXN1A0-6318	R06696
RXN-15056	R06699
RXN-13375	R06716
RXN-11192	R06728
RXN-8252	R06732
TROPINONE-REDUCTASE-RXN	R06734
RXN-8248	R06738
RXN-11784	R06740
RXN-14631	R06757
RXN-14544	R06770
HCAMULTI-RXN	R06782
RXN-12072	R06783
PHENPRODIOLDEHYDROG-RXN	R06784
RXN-12071	R06785
MHPHYDROXY-RXN	R06786
RXN-10040	R06787
RXN-12073	R06788
RXN-12070	R06789
RXN-7750	R06792
RXN-3303	R06793
RXN-3642	R06794
RXN-4702	R06795
RXN-4703	R06796
2.3.1.172-RXN	R06799
RXN-8139	R06800
RXN-7834	R06801
RXN-7830	R06802
RXN-7832	R06803
RXN-8289	R06804
RXN-8290	R06805
RXN-8291	R06806
2.1.1.155-RXN	R06807
2.4.1.234-RXN	R06808
RXN-8264	R06810
RXN-14000	R06812
RXN-14001	R06813
RXN-8451	R06815
RXN-8452	R06816
RXN-5062	R06818
2.4.1.116-RXN	R06819
RXN-5002	R06820
RXN-9700	R06821
RXN-9704	R06822
RXN-9705	R06823
RXN-4981	R06824
RXN-9699	R06826
2.4.1.190-RXN	R06827
2.4.1.191-RXN	R06828
RXN-5004	R06829
RXN-16002	R06830
RXN-9877	R06831
RXN-9880	R06832
RXN-9888	R06833
RXN-9889	R06834
RXN-9890	R06835
RXN0-1401	R06836
RXN-9868	R06838
RXN-9860	R06839
RXN-5183	R06843
RXN-5184	R06844
RXN-5185	R06845
RXN-7967	R06846
RXN-11174	R06847
RXN-7968	R06847
RXN-9858	R06856
RXN-9859	R06857
RXN3O-73	R06866
RXN-1224	R06867
RXN-5642	R06868
RXN-5643	R06869
RXN-7948	R06870
RXN-5647	R06871
RXN-13112	R06872
RXN-10947	R06875
RXN-17422	R06885
RXN-9832	R06891
1.14.13.84-RXN	R06892
HEMN-RXN	R06895
RXN1F-72	R06896
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	R06897
RXN-10078	R06939
RXN0-2044	R06941
RXN-2425	R06942
RXN1F-155	R06948
RXN-8074	R06949
RXN-698	R06952
RXN-7974	R06953
1.1.1.288-RXN	R06954
1.2.3.14-RXN	R06957
RXN-8040	R06960
RXN1F-148	R06962
RXN1F-147	R06963
RXN-8017	R06967
RXN-8015	R06968
RXN-8016	R06969
RXN-8018	R06970
RXN-8019	R06971
RXN-8020	R06972
RXN-16013	R06973
GARTRANSFORMYL2-RXN	R06974
RXN-10066	R06975
LOMBRICINE-KINASE-RXN	R06976
R101-RXN	R06977
R102-RXN	R06978
R103-RXN	R06979
RXN-9592	R06980
RXN-2961	R06982
RXN-2962	R06983
KETOBUTFORMLY-RXN	R06987
5.4.4.3-RXN	R06988
MUCONATE-CYCLOISOMERASE-RXN	R06989
MUCONOLACTONE-DELTA-ISOMERASE-RXN	R06990
RXN-9606	R06991
RXN-9607	R06992
RXN-9608	R06994
RXN-9609	R06996
RXN-9610	R06997
RXN-9611	R06998
RXN-14948	R07039
ARACHIDONATE-8-LIPOXYGENASE-RXN	R07053
RXN-8495	R07057
FCLEPIM-RXN	R07059
FCLREDUCT-RXN	R07060
RXN-12756	R07061
RXN-12758	R07062
RXN-11680	R07063
RXN-9155	R07107
RXN-9152	R07123
RXN0-705	R07125
RXN0-704	R07127
RXN-3361	R07128
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN	R07132
SORB6PDEHYDROG-RXN	R07133
1.1.1.250-RXN	R07134
1.1.1.255-RXN	R07135
R230-RXN	R07136
RXN-11690	R07137
1.1.1.278-RXN	R07138
1.1.1.283-RXN	R07139
RXN-2962	R07140
1.1.1.285-RXN	R07142
RXN-7971	R07143
RXN-7972	R07144
L-IDITOL-2-DEHYDROGENASE-RXN	R07145
4-OXOPROLINE-REDUCTASE-RXN	R07146
GLUCOSE-1-DEHYDROGENASE-RXN	R07147
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	R07148
1.1.1.170-RXN	R07149
DTDP-GALACTOSE-6-DEHYDROGENASE-RXN	R07150
HYDROXYPHYTANATE-OXIDASE-RXN	R07151
1.1.3.41-RXN	R07152
DEHYDROGLUCONATE-DEHYDROGENASE-RXN	R07153
PYRIDOXINE-5-DEHYDROGENASE-RXN	R07154
1.1.99.30-RXN	R07155
RXN-11746	R07156
1.2.7.4-RXN	R07157
1.2.7.5-RXN	R07158
1.2.7.6-RXN	R07159
1.2.7.7-RXN	R07160
1.2.7.8-RXN	R07161
TRANSENOYLCOARED-RXN	R07162
1.3.99.23-RXN	R07163
1.4.1.21-RXN	R07165
RXN-7563	R07166
TAURINE-DEHYDROGENASE-RXN	R07167
1.5.1.20-RXN	R07168
1.5.1.31-RXN	R07169
R-6-HYDROXYNICOTINE-OXIDASE-RXN	R07170
RXN-14691	R07171
RXN-10745	R07172
1.7.99.8-RXN	R07173
1.7.99.8-RXN	R07174
COA-DISULFIDE-REDUCTASE-NADH-RXN	R07175
RXN-12019	R07176
1.8.5.2-RXN	R07177
RXN-7984	R07178
RXN-7985	R07179
1.11.1.15-RXN	R07180
1.12.1.3-RXN	R07181
RXN0-4141	R07182
RXN-12017	R07183
RXN1F-168	R07184
1.14.11.24-RXN	R07185
RXN-7982	R07186
RXN-7983	R07187
RXN-7749	R07190
RXN-8670	R07191
1.14.13.54-RXN	R07192
RXN-9957	R07194
RXN-4512	R07195
RXN-4513	R07196
RXN-4511	R07197
1.14.13.87-RXN	R07198
RXN-7978	R07199
RXN-7979	R07200
1.14.13.92-RXN	R07201
1.14.13.93-RXN	R07202
1.14.13.94-RXN	R07203
1.14.13.96-RXN	R07204
RXN-7976	R07205
RXN-7977	R07206
1.14.13.98-RXN	R07207
1.14.13.99-RXN	R07208
RXN-7980	R07209
RXN0-280	R07210
RXN66-569	R07211
TYROSINE-3-MONOOXYGENASE-RXN	R07212
TRYPTOPHAN-5-MONOOXYGENASE-RXN	R07213
ETHYL-RXN	R07214
1.14.21.6-RXN	R07215
1.14.99.38-RXN	R07218
RXN0-884	R07219
RXN-7585	R07221
1.17.5.1-RXN	R07222
1.17.99.1-RXN	R07223
RXN-8454	R07224
RXN-3102	R07225
RXN-7566	R07226
1.21.4.3-RXN	R07227
1.21.4.4-RXN	R07228
RXN0-2101	R07229
1.97.1.11-RXN	R07230
RXN-11596	R07232
RXN-11599	R07233
RXN-11635	R07234
2.1.1.64-RXN	R07235
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	R07236
UROPORIIIMETHYLTRANSA-RXN	R07237
RXN-8675	R07238
2.1.1.124-RXN	R07239
2.1.1.146-RXN	R07240
2.1.1.147-RXN	R07241
RXN-3501	R07242
RXN-9679	R07243
RXN-9680	R07244
2.1.3.9-RXN	R07245
RXN-11747	R07247
RXN1G-874	R07248
2.3.1.159-RXN	R07250
2.3.1.161-RXN	R07251
2.3.1.163-RXN	R07252
2.3.1.165-RXN	R07253
RXN-3142	R07254
2.3.1.171-RXN	R07255
RXN-6222	R07256
2.4.1.54-RXN	R07257
2.4.1.143-RXN	R07258
2.4.1.144-RXN	R07259
RXN-4735	R07260
2.4.1.242-RXN	R07261
RXN-9311	R07262
NAPHTHOATE-SYN-RXN	R07263
2.4.1.230-RXN	R07264
RXN-4441	R07265
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	R07267
BTUR2-RXN	R07268
RXN-8999	R07269
RXNARA-8002	R07270
RXN-4510	R07271
RXN-4509	R07272
2.5.1.39-RXN	R07273
2.5.1.65-RXN	R07274
DIAMTRANSAM-RXN	R07275
PREPHENATE-TRANSAMINE-RXN	R07276
2.6.1.80-RXN	R07277
MYO-INOSITOL-1-KINASE-RXN	R07279
RIBOPHOSPHAT-RXN	R07280
DIOHBUTANONEPSYN-RXN	R07281
2.7.7.8-RXN	R07282
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	R07285
RXN-8729	R07287
RXN-7953	R07288
2.8.2.34-RXN	R07289
RXN0-1382	R07290
LYSOPHOSPHOLIPASE-RXN	R07291
3.1.1.73-RXN	R07292
RXN-7952	R07293
3.1.2.25-RXN	R07294
RXN-15366	R07295
3.1.2.27-RXN	R07296
5-NUCLEOTID-RXN	R07297
